name,time,commt,,
CNN,5-Mar,Airbnb hosts in Ukraine are being flooded with bookings from people all over the world who have no plans to visit. It's part of a creative social media campaign to funnel money to besieged Ukrainians as Russian forces bombard their country.,0,
CNN,5-Mar,"The national average price for a gallon of regular gas stood at $3.92 a gallon Saturday, according to AAA. That is the highest price since April 2012.",1,
CNN,5-Mar,"The Ukrainian leader advocated for banning Russian oil imports and suspending all commercial transactions, like Visa and Mastercard, a senator on the call told CNN.",1,
CNN,5-Mar,"Russian President Putin says that the sanctions introduced on his country are ""equivalent of a declaration of war""",0,
CNN,6-Mar,"""We are very cautious about negotiations with Russia, but there is no alternative…""",0,
CNN,6-Mar,"""We've seen very credible reports of deliberate attacks on civilians…""",0,
CNN,6-Mar,American officials identified three ways the US could soon act against Russia amid fears that the bloodiest days are ahead for the war in Ukraine,0,
CNN,6-Mar,"“Nightmare”: A mother with three children living in the Russian-occupied town of Kherson, Ukraine, speaks to ",0,
CNN,6-Mar,The dollar rose to its highest level since spring 2020 last week as fears grew about how Russia's war in Ukraine would ricochet through the global economy and financial markets.,1,
CNN,6-Mar,"""The society in Russia is divided terribly.""",0,
CNN,6-Mar,"""You see a person that's now engaged themself in a conflict that he can't win.""",0,
CNN,6-Mar,"In the south of Ukraine, especially, there have been multiple protests in areas where Russian troops have arrived",0,
CNN,6-Mar,The New York Police Department is partnering with the Russian American Officers Association to gather medical supplies for the people of Ukraine amid Russia's invasion of the country,0,
CNN,6-Mar,"In the latest episode of Tug of War, senior international correspondent ",0,
CNN,6-Mar,"""Are the Russians really bad at aiming ... or do they simply not care?"": ",0,
CNN,6-Mar,"Children were reportedly killed by a blast at a checkpoint near Kyiv, as evacuation efforts failed again in southern Ukraine",0,
CNN,6-Mar,"The company said in a statement that globally issued American Express cards will no longer work in Russia, and cards issued in Russia won't work outside the country",0,
CNN,6-Mar,#FareedsTake: CNN's ,0,
CNN,6-Mar,Secretary of State Antony Blinken said that the US is working with its allies in Europe to look into the possibility of banning Russian oil imports in an effort to further punish the country for its unprovoked invasion of Ukraine.,1,
CNN,6-Mar,Social media videos have played a critical role in CNN's coverage of Russia's invasion of Ukraine,0,
CNN,6-Mar,"The International Monetary Fund said it would bring Ukraine's request for $1.4 billion in emergency financing to its executive board as early as next week, the IMF said.",1,
CNN,6-Mar,"The average price for a gallon of regular gas hit $4 Sunday, the highest level since 2008.",1,
CNN,7-Mar,"""I'm sorry you told me I can't go back to Odessa, but a man has to do what he has to do. I will get a helmet before I get back there."" ",0,
CNN,7-Mar,"""My biggest fear is that ... she'll be a political pawn.""",0,
CNN,7-Mar,"""Putin committed crimes against humanity. He is a war criminal."" - Former Ukraine Prime Minister ",0,
CNN,7-Mar,"""We've never faced a refugee crisis of this speed and scale.""",0,
CNN,7-Mar,"WeWork says it is planning to divest its operations in Russia, one week after its CEO said the real estate company's ""assets do incredibly well"" there and he didn't think it would need to pull out of the country.",0,
CNN,7-Mar,"Gas prices continued to climb Monday, rising to just short of a record high. At their skyrocketing pace, the price per gallon record of $4.11 will probably be broken in just a day or two.",1,
CNN,7-Mar,"""It's just awful to see the fear in people's eyes ... there's a very real sense for a lot of these families that they may never see [each other] again."" ",0,
CNN,7-Mar,"Thousands of civilians are packing the train station in Zaporizhzhia, Ukraine, hoping to flee to safety after Russian troops occupied the nuclear power plant there. ",0,
CNN,7-Mar,"The refugee exodus out of Ukraine continues, with thousands arriving in neighboring country Moldova. Hundreds are housed inside a stadium in Chisinau, the country's capital city. ",0,
CNN,7-Mar,"""I didn't believe I'd actually have to leave.""",0,
CNN,7-Mar,"The average price for a gallon of regular gas in the US has been rapidly increasing since Russia invaded Ukraine, rising about 50 cents since the Feb. 24 invasion. CNN's ",1,
CNN,7-Mar,"Stocks are tumbling as oil prices soared above $120 barrel to their highest level in 13 years, raising fears about an inflationary shock to the global economy.",1,
CNN,7-Mar,Family and friends of two-time Olympic gold medalist Brittney Griner are demanding the US basketball star be released after she was detained in Russia.,0,
CNN,6-Mar,"""I think that he's drunk with power” – Residents of NYC’s “Little Odessa” talk to ",0,
CNN,6-Mar,"“I felt really bad going, and the feeling sunk in even worse because when I got to the train station, I realized that it’s all women and children.” - ",0,
CNN,7-Mar,"Netflix and TikTok are suspending all or part of their services in Russia, adding to a long list of companies boycotting the country over its war in Ukraine.",0,
CNN,7-Mar,"What started as a mysterious military symbol has become a sign of popular support for the war in Russia, and what analysts describe as the unfurling of a chilling new nationalist movement.",0,
CNN,7-Mar,"""We certainly hope that they can be trustworthy on this, but I think we've seen sadly all too often too many instances where the Russians have not been true to their word.""",0,
CNN,6-Mar,The civilian death toll is rising in Ukraine after a blast struck an evacuation crossing point in a Kyiv suburb as more people try to flee the Russian invasion,0,
CNN,6-Mar,Democrats and Republicans on Capitol Hill are set for a showdown over Covid-19 relief that threatens to hold up desperately needed aid to Ukraine as the country fights back against Russia's invasion.,0,
CNN,7-Mar,Mike Pence's advocacy group has launched a $10 million ad campaign hitting the Biden administration on US energy policy and the Russian invasion of Ukraine.,0,
CNN,7-Mar,"""The aim of Putin ... [is] to kill as [many civilians] as possible.""",0,
CNN,7-Mar,The 'Z' insignia has been displayed on tanks and vehicles used by the Russian military in its Ukraine operations and has since become a symbol of support for the invasion of Ukraine.,0,
CNN,7-Mar,"""The structure of the state is extremely centered on one man.""",0,
CNN,7-Mar,Russian strongman Vladimir Putin's unprovoked assault on Ukraine has thrown Russia's previously warm relations with the Asian powers into question.,0,
CNN,6-Mar,"Sting says his 1985 song ""Russians"" is more relevant than ever due to the war in Ukraine.",0,
CNN,7-Mar,"Stocks are tumbling Monday as oil prices are soaring to the highest level in 13 years, raising fears about a further spike in inflation that could damage the global economy.",1,
CNN,7-Mar,"In a video posted to social media and viewed millions of times, a little girl in a shelter in Kyiv, Ukraine, is seen singing ""Let It Go"" from the hit Disney film ""Frozen.""",0,
CNN,7-Mar,"""Ukraine knows what it's up against"" - ",0,
CNN,7-Mar,US stocks ended the day sharply lower as the US and Europe ramp up talk of a Russian oil ban. It was the worst day of 2022 for the Dow and S&P.,1,
CNN,7-Mar,"Russia, which has largely stood by Iran in its conflict with the West, said that its own national interests would have to be taken into account for a revival of the 2015 Iran nuclear deal to go through",0,
CNN,6-Mar,A Ukrainian-owned bakery in Texas took a stance against the war by donating a weekend's worth of their sales to Ukraine.,0,
CNN,7-Mar,"Protests were documented in dozens of Russian cities on Sunday -- risky actions against a war that Russians are not supposed to call a ""war.""",0,
CNN,6-Mar,"The airport's location remains a secret to protect the shipments of weapons, including anti-armor missiles, into Ukraine",0,
CNN,7-Mar,Ukrainian officials rejected the Kremlin's unilateral proposal for evacuation corridors for civilians as an unacceptable non-starter. Most routes lead to Russia or its staunch ally Belarus and would require people to travel through active areas of fighting,0,
CNN,7-Mar,Supermodel Gigi Hadid has announced that she will donate all her fashion month earnings towards relief efforts in Ukraine.,0,
CNN,7-Mar,Here are four ways the world has changed since Russia invaded Ukraine.,0,
CNN,8-Mar,"""We will not be part of subsidizing Putin's war.""",0,
CNN,8-Mar,"We saw some of the hardest hit, some of the last people to be evacuated, some of the most vulnerable coming from that bombarded Kyiv suburb of Irpin."" ",0,
CNN,7-Mar,"A group of moms in Lviv, Ukraine, have banded together to do whatever they can to support their loved ones who are heading into combat against Russia, CNN's ",0,
CNN,7-Mar,“They always hold my hand. They are afraid to go out. And if they see a hole in the ground - we have many holes in the ground in Ukraine - they ask is it because of the bomb explosion or no.” Olena Gnes talks about going out with her kids after sheltering from Russian airstrikes.,0,
CNN,8-Mar,"""It's no time for profiteering or price gouging.""",0,
CNN,8-Mar,"In Russia, the letter Z has become a pro-war symbol of President Vladimir Putin’s invasion of Ukraine. It was first spotted on tanks and military vehicles, but now it seems to be gaining support from Russian civilians. ",0,
CNN,8-Mar,"""Bila Sverka, 50 miles south of the Ukrainian capital, is nowhere near the front lines. But it has felt the rage and pain of this war.""",0,
CNN,8-Mar,Sports journalist ,0,
CNN,8-Mar,"""We will fight until the end.""",0,
CNN,8-Mar,“It's also a race ... to see how long the Russian soldiers can maintain the intensity. They're about to enter the most difficult of all combat and that is urban combat.” ,0,
CNN,7-Mar,"""It was humiliating because I'm not a criminal."" - ",0,
CNN,8-Mar,"“What we're seeing every day here in northern Romania is an endless stream of refugees coming across the border. They are cold, exhausted, and most of them are women and children.”",0,
CNN,8-Mar,"Russian state TV has released a photo of WNBA star Brittney Griner, who was arrested on drug charges in the country after Russian officials say cannabis oil was found in her luggage. CNN's ",0,
CNN,8-Mar,"A tense and fleeting evacuation from Ukraine's northeastern city of Sumy took place on Tuesday after Russian airstrikes killed 21 people the night before, Ukrainian authorities said.",0,
CNN,8-Mar,"The US intel community believes Putin views the conflict in Ukraine as a ""war he cannot afford to lose,"" suggesting he is likely to escalate the conflict without any concern for the number of civilians killed, top US intelligence chiefs told Congress.",0,
CNN,8-Mar,"Nickel prices have soared to all-time highs in the wake of Russia's invasion of Ukraine, threatening the global transition to electric vehicles.",0,
CNN,8-Mar,"""Let's just admit the insanity of a US economy that continues to run on oil that is provided to us by dictators.""",0,
CNN,8-Mar,"""We want to make it as painful as possible.""",0,
CNN,8-Mar,Ukraine secured a clean sweep of medals in two more Para biathlon events at the 2022 Winter Paralympics in Beijing on Tuesday,0,
CNN,8-Mar,"Shell said Tuesday it was breaking completely with Russia's giant energy industry, halting all purchases of Russian crude oil immediately and shutting its service stations in the country",1,
CNN,8-Mar,"Atika Shubert reports from Lviv, Ukraine, where museum workers are scrambling to protect priceless cultural and spiritual artifacts from Russian attacks https://cnn.it/3MC0VU2",0,
CNN,8-Mar,CNN is on the front lines in Ukraine. Meet the people affected. Hear their stories. Stay with CNN for the latest.,0,
CNN,8-Mar,"Over 700 Indian students are stranded in Ukraine's northeastern city of Sumy. Scared for their lives, students are fleeing to makeshift bunkers in the midst of constant bomb blasts and street fighting https://cnn.it/3i66WKF",0,
CNN,7-Mar,US drivers have never paid this much for gasoline. The price for a gallon of regular gas now stands at $4.14.,0,
CNN,7-Mar,"Like much else about the country, Russia's internet has long straddled East and West.",0,
CNN,8-Mar,"""This is the new weapon [Putin] has always had… he has the petro power here.""",0,
CNN,7-Mar,Russia's unprovoked invasion of Ukraine has prompted a roiling debate about what US involvement should look like.,0,
CNN,8-Mar,"""Most of the corridors that [Russians] are proposing lead into Belarus and into Russia.""",0,
CNN,8-Mar,The family of an American detained in Russia is using President Biden's trip to Texas to plead for a meeting with the President to discuss the case.,0,
CNN,8-Mar,"""There are increasing signs that for all his heroism, Zelensky may be coming up against the West's prudent desire to avoid triggering a worstcase scenario that could lead to a third world war"" | Analysis by Stephen Collinson",0,
CNN,8-Mar,"Hungary has offered foreign students affected by the invasion of Ukraine an opportunity to continue their education at Hungarian universities, authorities said.",0,
CNN,8-Mar,"The fast-food chain says it will temporarily close hundreds of restaurants, joining a long list of companies leaving Russia over its attack on Ukraine.",0,
CNN,8-Mar,"President Biden announces US ban on Russia energy imports, saying he's targeting ""the main artery"" of their economy.",1,
CNN,8-Mar,"China is closely watching the events in Ukraine to evaluate its own strategy towards Taiwan, the island's foreign minister has warned",0,
CNN,8-Mar,"President Joe Biden's urgent global search for help shutting off Russia's oil revenues is leading, in some instances, to regimes he once sought to isolate or avoid.",1,
CNN,8-Mar,"The Mayor of Mykolaiv, Oleksandr Senkevych, tells Christiane Amanpour about the Russian attacks on his city and the evidence he says they have of illegal weapons used by Russia https://cnn.it/3CqTdag",0,
CNN,9-Mar,CNN's Brian Todd looks at how Ukrainian President Volodymyr Zelensky is using social media to boost Ukrainians' morale and win the information war with Russia https://cnn.it/3pSftVD,0,
CNN,9-Mar,"""We believe the provision of additional fighter aircraft provides little increased capabilities at high risk."" - ",2,
CNN,9-Mar,"""Me being here doesn't mean I've given up on Ukraine. We are still going to fight and still stand strong ... I pray that Ukraine will be strong."" CNN's ",0,
CNN,8-Mar,"""This is actually not a step that the White House had wanted to take."" - CNN's ",0,
CNN,8-Mar,The Pentagon on Tuesday evening dismissed Poland's proposal floated hours earlier to transfer its MiG-29 fighter jets to the United States for delivery to Ukraine.,2,
CNN,9-Mar,"""A third World War can only be nuclear."" - These words from Russian Foreign Minister Sergey Lavrov raised global concerns. ",0,
CNN,9-Mar,"Ukraine officials are accusing Russian forces of bombing a maternity hospital in Mariupol, Ukraine. CNN's ",0,
CNN,9-Mar,"""We need support and weapons ... We need the jets. We're ready to fight. Please help us."" - Kyiv Mayor Vitali Klitschko issues a plea for more support after the Pentagon rejected Poland's proposal to send a fleet of fighter jets to Ukraine via a US airbase in Germany.",0,
CNN,8-Mar,The US average price of gas now stands at a record $4.17 a gallon. But cheaper gas can still be found -- even in some of the higher priced states -- for those willing to look for it.,1,
CNN,9-Mar,"Ukrainian-American Miro Popovich, a US Army veteran who returned to Ukraine to help fight the Russians, says he is prepared to die fighting.",0,
CNN,9-Mar,"""This is going backwards for Russia.""",0,
CNN,9-Mar,"""We saw limited success."" - CNN's ",0,
CNN,9-Mar,"President Joe Biden called the family of Trevor Reed, the former US marine detained in Russia since 2019, after his motorcade passed by their sign requesting action during his Texas visit. ",0,
CNN,8-Mar,"""It is an opportunity for these trapped civilians to try, at least, to get themselves to some degree of security."" - ",0,
CNN,9-Mar,"The Pentagon has rejected a Polish proposal to deliver their fleet of MiG-29 fighter jets to a US air base in Germany to be sent to Ukraine, a plan they called “untenable.” ",2,
CNN,9-Mar,Andy Murray has pledged to donate the remainder of his 2022 season's prize money to help children in Ukraine,0,
CNN,9-Mar,“These are war crimes being committed by Vladimir Putin. No question about it.” – Rep. ,0,
CNN,8-Mar,"""They are somehow broadcasting on internet."" - ",0,
CNN,9-Mar,"""I understand how you worry about your loved ones. You can be proud of them.""",0,
CNN,8-Mar,"“Nearly two weeks into the invasion, the war in Ukraine has become a slow grinding conflict. Not the blitzkrieg advance the Russian military had planned and hoped for.” CNN’s ",0,
CNN,9-Mar,"""I told him that we woke up from the bombing ... and he started to argue. He said 'No, no no, everything is not like this.'""",0,
CNN,9-Mar,"Russian gymnast Ivan Kuliak, who has been widely criticized outside Russia for wearing a pro-war symbol on a podium next to a Ukrainian athlete, says he would ""do exactly the same"" if given another chance, according to Russian state media",0,
CNN,8-Mar,The United States and Europe have pummeled Russia with unprecedented sanctions as Vladimir Putin's army bears down on Ukraine. But the West had largely left Russia's largest export untouched -- until now.,2,
CNN,9-Mar,"In the latest episode of Tug of War, ",0,
CNN,9-Mar,"Brittney Griner, the star basketball player detained in Russia over alleged drug charges, has become the latest of several Americans who have yet to secure their freedom from a country increasingly isolated from the rest of the world",0,
CNN,8-Mar,"Hayden Panettiere, who shares a 7-year-old daughter with Ukrainian former professional boxer Wladimir Klitschko, has started a relief fund for those fighting to defend Ukraine.",0,
CNN,9-Mar,“We want to make sure we don't get in a shooting war ourselves with the Russians.” ,0,
CNN,9-Mar,Russia's invasion of Ukraine is a major reason that US drivers are paying record prices for gasoline. But it's not the only reason,1,
CNN,9-Mar,"The Pentagon is putting in place the military infrastructure needed to help run a war in Europe and meet President Joe Biden's pledge to defend ""every inch"" of NATO territory, according to several defense officials",0,
CNN,9-Mar,"""I didn't want to see corpses lying on the ground, but I still saw everything and I was terrified.""",0,
CNN,9-Mar,"Russia's invasion of Ukraine is causing a devastating humanitarian crisis in the country, with at least two million people fleeing into neighboring countries and the WHO warning that the deteriorating conditions will make it easier for Covid-19 to spread",0,
CNN,9-Mar,A massive spending bill moving through Congress would provide for a one-time $13.6 billion infusion of military and humanitarian aid to Ukraine as it fights back against Russia's invasion.,1,
CNN,9-Mar,Listen to CNN 5 Things for the latest on these top stories:,0,
CNN,9-Mar,Tug of War special guest host ,0,
CNN,9-Mar,Vice President Kamala Harris is jetting to Europe Wednesday for a trip that became more complicated after one of her hosts -- Poland -- caught the United States by surprise with a proposal to provide its Soviet-era fighter jets to Ukraine,0,
CNN,9-Mar,"In recent weeks, Olena Zelenska, the first lady of Ukraine, has repeatedly used social media to highlight the plight of her nation, yet none have been quite as direct as her recent post.",0,
CNN,9-Mar,"To help alleviate some of the stress and emotions attached to fleeing Ukraine, strangers in Polish communities are helping strangers get settled with basic necessities in a place that may not feel anything like home.",0,
CNN,10-Mar,Pro-Russian accounts are waging an information war on social media. Watch CNN's ,0,
CNN,9-Mar,“We have gone through this before.” - CNN’s ,0,
CNN,10-Mar,UK Foreign Secretary ,0,
CNN,10-Mar,"“One thing Putin understands is force, is power.”",0,
CNN,9-Mar,“Putin and his team have crossed so many red lines thus far. We can expect probably almost anything.” ,0,
CNN,9-Mar,"As the West unites against the invasion of Ukraine, Russia-allied China appears to join in on the Kremlin’s disinformation campaign. CNN’s ",0,
CNN,10-Mar,"As gas prices skyrocket, politicians in both parties have called for a seemingly easy solution: Drill our way out of the problem. ",2,
CNN,10-Mar,"At least three people died after Russian forces bombed a maternity hospital in southern Ukraine, local officials say ",0,
CNN,9-Mar,"""To see them, to be able to touch them, it's quite overwhelming."" - Alexander Spektor talks to ",0,
CNN,10-Mar,"Inflation soared up 7.9% from last year, an increase we have not seen in 40 years. CNN’s Global Economist Analyst ",1,
CNN,9-Mar,"""It was obvious we were journalists."" - Freelance journalist ",0,
CNN,10-Mar,"Following the report that showed consumer prices have spiked over 7.9% over the last 12 months, Biden cast blame on Russian President Vladimir Putin's aggression in Ukraine for the rising prices.",1,
CNN,10-Mar,"Goldman Sachs is exiting Russia, becoming the first major Wall Street bank to announce its plans to leave since the country invaded Ukraine",0,
CNN,9-Mar,The reported attack came despite Russia agreeing to a 12-hour pause in hostilities to allow refugees to evacuate a number of towns and cities.,0,
CNN,9-Mar,Hundreds of children face an uncertain future amid Russia's invasion of Ukraine. CNN's ,0,
CNN,10-Mar,"“If we determine that war crimes have been committed, we will hold anyone and everyone responsible accountable”",0,
CNN,10-Mar,"""What Russia is trying to do is trying to basically hammer the civilian population into submission, and us getting into that mix will probably only cause a lot more tension between our two countries.""",0,
CNN,10-Mar,"""Two weeks after Russian President Vladimir Putin launched his invasion of Ukraine, Russia's 'precision strikes' have become much less precise and its ground forces are laboring to seize territory,"" writes CNN's Tim Lister. | Analysis",0,
CNN,10-Mar,"The United Kingdom is “very concerned” about the potential of Russia using chemical weapons in Ukraine, British Foreign Secretary Liz Truss told CNN.",0,
CNN,10-Mar,Russia and QAnon have promoted the same falsehood -- that the US is developing bioweapons in Ukraine and that Putin has stepped in to save the day and destroy them. Here's why it's untrue. https://cnn.it/3sYzqMi,0,
CNN,10-Mar,Democrat ,0,
CNN,10-Mar,"The deployment, announced Thursday by Vice President Kamala Harris, is intended to deter Russia and boost Poland's security amid western concerns that the Ukraine conflict could spill into NATO-aligned nations.",1,
CNN,9-Mar,"""The decrease in Ukraine's wheat exports affects the global availability of wheat, which puts an upward pressure on the global price of wheat."" | Analysis by Zachary B. Wolf",0,
CNN,10-Mar,“Putin started this war as a war of choice and it is now become a war of necessity for him.” CNN national security analyst Beth Sanner says we’ll see Russia utilize “surrender or starve” tactics as their invasion continues.,0,
CNN,10-Mar,"“It’s very clear that if you’re a Chinese citizen, you believe that this is Ukraine’s fault and that Putin should not be blamed.”",0,
CNN,10-Mar,Russia said it could seize the assets of Western companies that have suspended operations in the country.,0,
CNN,10-Mar,Ukrainian hospital bombing increases heat on US and allies to do more to stop Russia | Analysis,1,
CNN,9-Mar,The swift US rejection of a plan to get fighter jets into Ukraine reveals the challenges of assisting without triggering a wider war with Russia.,0,
CNN,9-Mar,"Not long ago, President Volodymyr Zelensky's words would have seemed moving, but perhaps without much consequence. But much has changed since the war began. The world has discovered Zelensky.",0,
CNN,9-Mar,The Pentagon said Wednesday that it is bluntly opposed to a Polish plan to provide fighter jets to Ukraine.,0,
CNN,9-Mar,"The White House warned Wednesday that Russia could use chemical weapons in Ukraine or manufacture a ""false flag"" operation that uses them. ",0,
CNN,10-Mar,"“It’s another illusion that the western world is living in right now, hoping that for some reason, China will step in and ask Putin to stop the war in Ukraine.”",0,
CNN,10-Mar,Donald Trump was asked about the future of Ukraine. He started talking about windmills. | Analysis by Chris Cillizza,0,
CNN,10-Mar,"Badly burned, but still alive: Here are the survivor stories from Ukrainians bombed by Russia. https://cnn.it/369gUbm",0,
CNN,10-Mar,High-level talks between the foreign ministers of Russia and Ukraine end without progress on a ceasefire or humanitarian corridors https://cnn.it/3CxCySP,0,
CNN,10-Mar,Details have emerged about Brittney Griner's arrest in Russia -- but questions remain over her current whereabouts.,0,
CNN,10-Mar,"Bitcoin advocates have long claimed that the cryptocurrency has much in common with gold. They envision a world in which traders flock to it in times of stress and use it to store value over time. Now, war in Ukraine is testing that argument in real time.",0,
CNN,9-Mar,"Instead of wallowing in the destruction around her, Ukrainian photographer Valeria Shashenok has turned the war into art.",0,
CNN,10-Mar,Russia condemned over deadly Mariupol children's hospital bombing as WHO highlights pattern of strikes on medical facilities,0,
CNN,9-Mar,House passes a massive government spending bill that would avert a shutdown and includes $13.6 billion in aid to Ukraine. It now goes to the Senate.,1,
CNN,10-Mar,Ukrainian athletes and officials called for an end to the war in their country as they observed a minute’s silence at the Beijing Paralympics.,0,
CNN,10-Mar,"The House voted with a wide bipartisan majority to pass a ban on importing Russian oil, natural gas and coal into the United States.",1,
CNN,9-Mar,"The oil market has been stretched incredibly thin, with few producers willing — or able — to replace Russian barrels banned by the United States and shunned by others. Enter the United Arab Emirates, which suggested it may be coming to the rescue.",1,
CNN,11-Mar,"“Yes, the Russians tried to influence our election. They did it mainly through a hacking dump. They hacked into emails and then dumped them into the public. That was the influence.” ",0,
CNN,11-Mar,This Romanian home has hosted over 60 refugees fleeing Ukraine in just the last two weeks. ,0,
CNN,11-Mar,"""He didn't believe me ... he said 'Olga, please [go] back home, don't stay underground, all will be okay, nobody will kill civilians. It's all okay.'"" ",0,
CNN,11-Mar,"""The free world is coming together to confront Putin. Our two parties here at home are leading the way.""",1,
CNN,10-Mar,"“A few nights ago I was matched with a family of 13 children, two babies under six months, and four adults. And we've been here two days.” ",0,
CNN,11-Mar,Russia opens criminal case against Meta following temporary hate speech policy change,0,
CNN,11-Mar,@mich261213,0,
CNN,11-Mar,A pair of staff members with Ukraine state emergency services defuse a bomb from a downed Russian fighter jet in Chernihiv. CNN's Anderson Cooper reports https://cnn.it/3KvHFp8,0,
CNN,11-Mar,"What does it mean to be a ""most favored nation"" and why does Russia still have this status?",0,
CNN,11-Mar,"The parents of Trevor Reed, a US citizen detained in Russia, said Thursday that his health has taken a further turn for the worse, and they fear he will be sent to solitary confinement rather than to medical care.",0,
CNN,11-Mar,"""I just said to myself ... 'I'm gonna die now.'""",0,
CNN,11-Mar,"""We didn't start this war. Our consciousness is clear. I'm glad it started."" ",0,
CNN,10-Mar,"“I think it's unlikely Russia is going to pull that particular dirty trick out, because what they're trying to do here is put that back on the Ukrainians, on the US.” ",0,
CNN,10-Mar,Burger King is the latest fast food chain to pull corporate support from its businesses in Russia.,0,
CNN,11-Mar,"""I cannot fight with a weapon, unfortunately. I don't have this experience. I fight with whatever I can, with information.""",0,
CNN,11-Mar,"""Putin and his mouthpieces are weaving the most audacious and fatuous alternative reality surrounding any 21st-century conflict -- one that renders current diplomatic efforts aimed at ending the war meaningless and futile"" | Analysis by Stephen Collinson",0,
CNN,11-Mar,"Oleg Ustenko, economic adviser to Ukrainian President Zelensky, breaks down what he sees as ""the two fronts"" of the Russia-Ukraine conflict to CNN's senior national security correspondent ",0,
CNN,11-Mar,"President Joe Biden warned on Friday that Russia will pay a ""severe price"" if the country uses chemical weapons in Ukraine",1,
CNN,11-Mar,"Despite facing a much larger and better equipped army, Ukraine has made remarkable progress in its defense thanks in part to US weapons. CNN's Brian Todd explains what these weapons are https://cnn.it/3t1PM6U",0,
CNN,11-Mar,"""Don't kid yourself. No matter what you all say, that is called World War III.""",0,
CNN,11-Mar,How you can help the people of Ukraine https://cnn.it/3i1iuyC,0,
CNN,11-Mar,"President Biden has announced that the US will move to revoke ""most favored nation"" trade status for Russia",1,
CNN,11-Mar,"American consumers are getting pummeled from all sides: Supply chain constraints and high demand mean delays for products and rising costs. Now gas prices are soaring on the back of the Russia-Ukraine conflict, creating an even more bitter cocktail.",1,
CNN,11-Mar,"Russia's richest businessman has warned the Kremlin against confiscating assets of companies that have fled in the wake of the invasion of Ukraine, saying such a step would set the country back more than 100 years",0,
CNN,11-Mar,"Ukraine's two leading suppliers of neon, which produce about half the world's supply of the key ingredient for making chips, have halted their operations",0,
CNN,11-Mar,"Vice President Kamala Harris ventures farther toward NATO's eastern edge Friday with a stop in Romania, a country suddenly thrust into priority position for the United States as fighting rages over its border in Ukraine",0,
CNN,10-Mar,"President Joe Biden to announce the US, along with the G7 and EU, will move to revoke permanent normal trade relations with Russia, sources say.",1,
CNN,11-Mar,"Meet Sasha, just one of many animals that have been dropped off at this Polish animal shelter by their owners who are fleeing war-torn Ukraine. Watch senior national correspondent ",0,
CNN,10-Mar,“I do think it's important to realize that it's not in the United States' interest to get into a conflict with another nuclear superpower. That is and could be the beginning of World War III.” ,0,
CNN,11-Mar,Concerns are growing over Ukraine's nuclear power plants that have been taken over by Russian troops. CNN's Nina dos Santos talks to experts about the attacks and what they mean for the Ukrainian people https://cnn.it/3CH8Uuf,0,
CNN,11-Mar,"Russia widens attack on Ukraine's cities, striking western airfields and Dnipro",0,
CNN,11-Mar,"As Russia's economy gets pummeled by increasingly severe western sanctions for its invasion of Ukraine, the country's crucial airline industry could soon find itself on life support",0,
CNN,11-Mar,"As the war in Ukraine continues, here's a guide to some of the terms you may have heard or seen: What they mean, and why they matter.",0,
CNN,11-Mar,"""I am more concerned about the nuclear threat, honestly ... I remember Chernobyl. I know what influence radiation has on people's lives."" -Kira Rudik, a member of Ukrainian Parliament who has joined the national resistance against Russia.",0,
CNN,11-Mar,"Two-time US Olympic basketball gold medalist Brittney Griner has been held in Russia for three weeks ""without official government access to her,"" says US Representative Colin Allred, adding that was ""unusual and extremely concerning.""",0,
CNN,11-Mar,"""Russian President Vladimir Putin isn't just destroying Ukraine, but two nations, condemning Russians to an isolation they didn't necessarily choose"" | Analysis by Nic Robertson https://cnn.it/3Jb5KRV",0,
CNN,11-Mar,"The White House is briefing popular digital creators from platforms like TikTok, on Ukraine and Russia. The administration is seeking to message to the highly influential group and reach a broader — and younger — audience.",0,
CNN,11-Mar,"President Biden to announce the US will move to revoke ""most favored nation"" trade status for Russia, sources tell CNN https://cnn.it/3i0oxU1",1,
CNN,11-Mar,"At least 2.5 million people have now fled Ukraine, according to the UN, in just over two weeks since Russia invaded the country https://cnn.it/3I1iPMf",0,
CNN,10-Mar,"Russia has been using Belarus as a springboard for many of its air operations in Ukraine, according to intelligence collected by NATO surveillance planes flying over the Polish-Ukrainian border and radar seen by CNN.",0,
CNN,11-Mar,The US and its allies will seek to isolate Russia’s already-struggling economy even more. ,1,
CNN,11-Mar,"An intense, closely guarded diplomatic effort by a core team of Biden energy and national security officials to raise global oil production amid surging prices from Russia's war in Ukraine has fostered a cautious sense of optimism inside the White House",0,
CNN,11-Mar,"Russia has relied far more heavily on less sophisticated, so-called ""dumb"" bombs than it has on its arsenal of precision-guided munitions in its punishing war on Ukraine.",0,
CNN,11-Mar,Europe has given itself just five years to break its addiction to Russian oil and gas,1,
CNN,12-Mar,"Hours before Russia started bombarding Ukraine, Olesya Ostafieva's family and friends had thrown her a surprise baby shower in the capital of Kyiv",0,
CNN,12-Mar,"Russia is intensifying its bombardment across Ukraine, as new satellite images suggest a massive Russian military column north of Kyiv has now dispersed around the capital. ",1,
CNN,12-Mar,War has brought the world to the brink of a food crisis,0,
CNN,11-Mar,"""It's a very tense evening tonight. The people of Kyiv, the defense forces, the officials very anxious that we could be on the brink of a big push by the Russians."" - ",1,
